GAS_ZONES,TIMESERIES,gas_demand_ref_quantity,gas_ref_price
AR,20220830,1313304.70259805,10.5705873489785
AR,20220831,1274201.09065936,10.4102080667301
AR,20220901,1195135.63283911,10.9739005785801
AR,20220902,1139849.1522365,10.778320766974
AR,20220903,1044301.15099287,10.6205571605647
AR,20220904,1100941.71590801,10.4627935541554
AR,20220905,1108286.18104413,10.3050299477461
AR,20220906,1084582.1463494,10.1472663413368
AR,20220907,1115255.0543472,9.70545219960425
AR,20220908,1042549.16542119,9.92008844483823
AR,20220909,979308.804795784,10.0037160380611
AR,20220910,994772.750660666,9.99500330035628
AR,20220911,999843.79792961,9.98629056265146
AR,20220912,872152.492943561,9.97757782494664
AR,20220913,885644.942979349,10.3673865438746
AR,20220914,968967.509966414,10.661816198083
AR,20220915,983107.64313401,10.5222865384338
AR,20220916,986282.224869047,9.8559534632196
AR,20220917,1022831.68714227,9.73049664489865
AR,20220918,1123165.68210952,9.60503982657771
AR,20220919,1266278.53813503,9.47958300825676
AR,20220920,1355538.48890314,9.47490394372723
AR,20220921,1408458.51534912,9.38761384437691
AR,20220922,1417102.86569724,9.05599763817054
AR,20220923,955994.747735374,7.82428206109189
AR,20220924,988084.609015312,7.77195767644266
AR,20220925,1215308.50483702,7.71963329179344
AR,20220926,1023674.52208543,7.66730890714421
AR,20220927,922626.96126246,7.70594764709224
AR,20220928,935284.580377956,7.38510937470907
AR,20220929,902000.868993193,7.31312602141366
AR,20220930,859063.224123019,7.07593502938274
AR,20221001,887940.337232993,6.75414571185593
AR,20221002,905770.49243304,6.43235639432912
AR,20221003,934026.008742031,6.11056707680232
AR,20221004,928276.32903632,5.81115370827622
AR,20221005,917141.438773389,6.24234324892639
AR,20221006,944397.544510939,7.33633315943655
AR,20221007,980233.289106194,6.59093788906068
AR,20221008,923469.091234579,6.54686227141607
AR,20221009,854243.618644029,6.50278665377147
AR,20221010,894297.06581066,6.45871103612686
AR,20221011,934917.896120135,6.36390586298079
AR,20221012,945426.991320252,6.72887122539803
AR,20221013,956302.827172136,6.32913744636052
AR,20221014,888003.178741505,6.13564998975514
AR,20221015,966173.372400873,6.12751665016493
AR,20221016,1000633.79774026,6.11938331057473
AR,20221017,864511.254115282,6.11124997098453
AR,20221018,920932.739420371,6.21043365792435
AR,20221019,1021801.11277251,5.69330375955672
AR,20221020,989008.378704165,5.17298100289749
AR,20221021,918655.174428216,4.52736454434555
AR,20221022,948737.910123153,4.66433281305369
AR,20221023,924452.148214952,4.80130108176184
AR,20221024,982117.598096629,4.93826935046998
AR,20221025,915839.256119884,5.32396252102446
AR,20221026,902152.173140599,5.45372352831641
AR,20221027,888746.569366869,5.49097940107608
AR,20221028,877153.937204198,5.21665855538538
AR,20221029,854827.165843286,5.23252300898733
AR,20221030,816014.202531673,5.24838746258929
AR,20221031,824941.279566297,5.26425191619124
AR,20221101,872075.747594964,4.80688683858735
AR,20221102,877670.085014241,4.83201115406732
AR,20221103,880272.850669084,4.92073701722369
AR,20221104,890858.038295957,4.24572583517173
AR,20221105,885612.223183117,4.48000142492208
AR,20221106,891021.169891616,4.71427701467244
AR,20221107,877139.457223395,4.94855260442279
AR,20221108,815606.422454861,4.2974512760554
AR,20221109,865739.261788325,3.72856590229056
AR,20221110,921854.486504285,5.18825982761179
AR,20221111,878739.225759593,5.20399023504781
AR,20221112,1029492.10932155,5.74496305473706
AR,20221113,1224304.16818645,6.28593587442632
AR,20221114,1216675.2296851,6.82690869411557
AR,20221115,1161844.83304614,6.52362766474754
AR,20221116,1185640.74228277,6.62038981033795
AR,20221117,1185757.16072229,7.10832061002608
AR,20221118,1187330.68964103,7.12154523938329
AR,20221119,1231814.95621488,7.30757003708157
AR,20221120,1257793.1099049,7.49359483477984
AR,20221121,1267509.70545886,7.67961963247811
AR,20221122,1113685.36451451,7.87024576276844
AR,20221123,996401.248564029,8.39760058018062
AR,20221124,971324.770173294,8.55254946639693
AR,20221125,923778.526473421,8.70749835261323
AR,20221126,921438.835084541,8.60375670735398
AR,20221127,942277.622101386,8.50001506209472
AR,20221128,999225.911305006,8.39627341683546
AR,20221129,949681.194067567,8.5925433929874
AR,20221130,952370.760619275,10.1571429120329
AR,20221201,1176517.16777458,9.35290096226874
AR,20221202,1126036.9176406,7.40247300604667
AR,20221203,919830.03784306,7.1325680662673
AR,20221204,1042396.15727238,6.86266312648792
AR,20221205,1127346.03882887,6.59275818670855
AR,20221206,957319.632527847,7.40889837254977
AR,20221207,833928.384865078,7.39611425766478
AR,20221208,849888.016401875,8.03455626715734
AR,20221209,846662.747917184,8.50598945017439
AR,20221210,862555.869462434,9.71638740366097
AR,20221211,920307.658145564,10.9267853571476
AR,20221212,971049.726473254,12.1371833106341
AR,20221213,961818.553459696,13.2222225569574
AR,20221214,869024.902405558,12.2297853818634
AR,20221215,1055706.89023216,12.948489902682
AR,20221216,1160450.13803267,12.6222690757636
AR,20221217,1212103.0431382,12.2709383501262
AR,20221218,1273439.04239424,11.9196076244889
AR,20221219,1205247.54116824,11.5682768988516
AR,20221220,1148882.88319268,10.044140591237
AR,20221221,1133253.18721268,11.6587802493919
AR,20221222,1153963.59728266,13.5009643170262
AR,20221223,1702237.21318285,13.5933437107224
AR,20221224,2364632.38956579,13.5906480309242
AR,20221225,1715922.71065557,13.587952351126
AR,20221226,1443171.82664258,13.5852566713278
AR,20221227,1321006.11560986,9.27033679322228
AR,20221228,1335791.73660503,7.71108739312626
AR,20221229,989140.121991617,7.17786539296553
AR,20221230,820542.414219679,6.68282530876477
AR,20221231,904487.301503827,6.68282530876477
AZ,20220101,1167468.54213557,5.59366415161279
AZ,20220102,1778776.87821802,5.51831706449106
AZ,20220103,1659527.71960775,5.44296997736934
AZ,20220104,1414457.44310546,5.39320188213896
AZ,20220105,1337786.66207706,5.43004187341154
AZ,20220106,1314294.09243254,5.62316928396393
AZ,20220107,1226281.32690905,5.43071849911456
AZ,20220108,1154068.85900473,5.54867635754314
AZ,20220109,1160903.95865614,5.66663421597171
AZ,20220110,1165428.06049416,5.78459207440029
AZ,20220111,1063901.94018635,5.74706906734226
AZ,20220112,1149263.75483841,6.3411607638132
AZ,20220113,1186862.74024855,6.51821094684026
AZ,20220114,1177232.10625239,5.92046342157573
AZ,20220115,1087166.08425815,5.88232015626271
AZ,20220116,1149796.58673237,5.84417689094969
AZ,20220117,1142244.70109575,5.80603362563667
AZ,20220118,1114291.47500623,6.00598960958424
AZ,20220119,1085343.51926639,6.41293934972606
AZ,20220120,1153745.93610523,5.7980692958623
AZ,20220121,1202373.45685102,5.32035183281182
AZ,20220122,1226478.91236575,5.32416597922151
AZ,20220123,1148522.16056124,5.3279801256312
AZ,20220124,1200081.22992001,5.33179427204088
AZ,20220125,1240183.70223597,5.34767720010583
AZ,20220126,1274129.66166243,5.55109054843093
AZ,20220127,1341300.37057562,5.51510255382171
AZ,20220128,1382066.06724132,7.03780836695593
AZ,20220129,1183510.8600608,6.93991600654872
AZ,20220130,1104836.03179751,6.84202364614151
AZ,20220131,1184794.73740103,6.7441312857343
AZ,20220201,1230661.16967292,6.56784847195574
AZ,20220202,1159970.51771087,8.02189265505434
AZ,20220203,1756832.29565278,6.94688860818215
AZ,20220204,1982037.05600246,6.31094234889426
AZ,20220205,1630884.12894184,5.9225993499944
AZ,20220206,1466822.84796995,5.53425635109453
AZ,20220207,1389675.81287082,5.14591335219467
AZ,20220208,1190240.42457525,4.95134873336746
AZ,20220209,1187303.48178208,4.72477025956082
AZ,20220210,1100950.13393126,4.58048323449235
AZ,20220211,1062399.14218788,4.56208368501522
AZ,20220212,1066265.48214759,4.54087586245651
AZ,20220213,1090804.80300782,4.51966803989779
AZ,20220214,1091705.96430303,4.49846021733908
AZ,20220215,1117821.83260252,4.78477751724316
AZ,20220216,1079250.57450859,4.87144579772582
AZ,20220217,1400278.97869008,5.06895505895566
AZ,20220218,1442517.44631701,5.1110727510599
AZ,20220219,1346181.83821027,5.07285684758772
AZ,20220220,1171946.21918405,5.03464094411554
AZ,20220221,1118174.25183539,4.99642504064336
AZ,20220222,1133446.11216476,4.95820913717119
AZ,20220223,1205059.64203298,5.07771663616504
AZ,20220224,2067675.24613173,5.28557976317056
AZ,20220225,2108659.08536048,5.11746280125096
AZ,20220226,1641067.67698744,5.05266338823564
AZ,20220227,1480098.94864973,4.98786397522031
AZ,20220228,1309130.22569091,4.92306456220498
AZ,20220301,1040900.00351502,4.81056594120584
AZ,20220302,1054173.78711599,5.12827913972066
AZ,20220303,1043800.04247767,5.10397719844875
AZ,20220304,927285.856159501,5.22294097067249
AZ,20220305,1021826.04289198,5.29034035921277
AZ,20220306,1253170.34531224,5.35773974775305
AZ,20220307,1601876.51150126,5.42513913629332
AZ,20220308,1515298.42683414,5.07077066784167
AZ,20220309,1547661.74376276,5.00257413750121
AZ,20220310,1418632.69651535,5.11027407473528
AZ,20220311,1311040.44442297,5.26181853947399
AZ,20220312,1404864.41356874,5.18637068026255
AZ,20220313,1269202.51095108,5.11092282105111
AZ,20220314,1201085.32983592,5.03547496183967
AZ,20220315,1104606.14538906,4.89070838887001
AZ,20220316,1063125.3720986,5.11932575446663
AZ,20220317,987373.94479572,5.23767040041097
AZ,20220318,1052130.53375502,5.30097697092874
AZ,20220319,1084563.750559,5.25194937294002
AZ,20220320,1067638.81942491,5.2029217749513
AZ,20220321,1018125.22103417,5.15389417696258
AZ,20220322,1101920.7476187,5.38911190602427
AZ,20220323,1075720.90769984,5.65539617835236
AZ,20220324,1093680.84005904,5.5664043758725
AZ,20220325,1102928.36447607,5.89507197190126
AZ,20220326,1051157.28152239,5.8841433980235
AZ,20220327,1000253.79998894,5.87321482414575
AZ,20220328,1006254.75882393,5.862286250268
AZ,20220329,975640.6015156,5.63598390710334
AZ,20220330,1136848.98521795,5.6221176053057
AZ,20220331,1071399.46591094,5.75587204644955
AZ,20220401,1011793.3142961,5.71016325587731
AZ,20220402,1016419.35309902,5.7970554527722
AZ,20220403,998196.385185444,5.8839476496671
AZ,20220404,996272.477620983,5.970839846562
AZ,20220405,992465.689526802,6.19564631387846
AZ,20220406,992128.806846957,6.53357029708262
AZ,20220407,1034688.94181598,6.26881684118352
AZ,20220408,1042595.98395747,6.59448950594845
AZ,20220409,1065652.06343034,6.56804687641972
AZ,20220410,1041342.83281057,6.54160424689099
AZ,20220411,988222.704131099,6.51516161736226
AZ,20220412,980392.699772199,6.74477132551292
AZ,20220413,1375105.05108223,6.82006694625833
AZ,20220414,1390175.27596169,7.06808914492311
AZ,20220415,1213322.41436296,7.18498063534222
AZ,20220416,1113978.30595026,7.30187212576133
AZ,20220417,1099582.58767293,7.41876361618044
AZ,20220418,1121324.49098013,7.53565510659955
AZ,20220419,1127243.98540345,7.47471301252374
AZ,20220420,1089761.89480129,7.13351811413866
AZ,20220421,1052484.39318784,6.87407737297993
AZ,20220422,1074680.56091898,6.56619250948297
AZ,20220423,1112813.03487094,6.49216145578423
AZ,20220424,1170217.36959908,6.41813040208548
AZ,20220425,1143339.57351997,6.34409934838673
AZ,20220426,1179132.31343456,6.78979169588569
AZ,20220427,1169206.98669006,6.7907473589553
AZ,20220428,1124184.66328641,6.83084792795555
AZ,20220429,1135124.75927258,6.68498241268907
AZ,20220430,1150360.58875956,6.8152471087657
AZ,20220501,1184780.45434124,6.94551180484232
AZ,20220502,1164257.28992934,7.07577650091894
AZ,20220503,1145505.35914773,7.57826347042177
AZ,20220504,1149588.21397642,8.00081330379138
AZ,20220505,1179191.20631759,8.09413712702927
AZ,20220506,1207988.7853218,8.00474275055312
AZ,20220507,1235940.62657128,7.89085512741573
AZ,20220508,1244830.32786418,7.77696750427835
AZ,20220509,1191645.33001194,7.66307988114096
AZ,20220510,1155386.50358878,6.42836466056739
AZ,20220511,1190217.68043324,7.11980834092425
AZ,20220512,1246403.23694573,6.83618590617748
AZ,20220513,1291746.31562567,7.28752583457501
AZ,20220514,1329532.49868375,7.41805925176206
AZ,20220515,1356526.40439944,7.54859266894911
AZ,20220516,1386519.49913017,7.67912608613616
AZ,20220517,1397365.05020036,7.99784631596391
AZ,20220518,1371278.05027349,8.404208280671
AZ,20220519,1360812.86464749,8.2308696948392
AZ,20220520,1337118.60815907,8.13047107136203
AZ,20220521,1307238.14816666,8.34373190785269
AZ,20220522,1285279.11006581,8.55699274434334
AZ,20220523,1318377.49020319,8.770253580834
AZ,20220524,1320746.71364218,9.70064316670681
AZ,20220525,1394913.78452455,10.5051884319722
AZ,20220526,1461614.51918724,10.4064435188812
AZ,20220527,1522970.7109611,9.56356700108847
AZ,20220528,1537606.82429818,9.78527211875383
AZ,20220529,1470647.38772354,10.0069772364192
AZ,20220530,1383181.08763352,10.2286823540846
AZ,20220531,1381656.35053925,10.4503874717499
AZ,20220601,1429147.36548161,10.6463455218661
AZ,20220602,1467061.01628855,11.3831456908559
AZ,20220603,1520339.56287319,10.8540921467058
AZ,20220604,1537020.70052052,11.3861531363116
AZ,20220605,1523358.06282067,11.9182141259173
AZ,20220606,1563475.57702116,12.4502751155231
AZ,20220607,1651921.53022575,12.9478106819562
AZ,20220608,1710971.95743823,13.3879889944909
AZ,20220609,1800451.59922746,11.7882442793635
AZ,20220610,1853128.41782697,12.9065100173879
AZ,20220611,1957535.48291501,13.2505809379737
AZ,20220612,1998152.37546422,13.5946518585595
AZ,20220613,1965953.05415163,13.9387227791453
AZ,20220614,1808554.55811472,12.1031141310054
AZ,20220615,1716523.39393032,12.2446569959462
AZ,20220616,1775295.40698411,12.4435077647793
AZ,20220617,1889732.82967556,11.587009972034
AZ,20220618,1927303.81797971,11.2390649873515
AZ,20220619,1667789.4990598,10.8911200026689
AZ,20220620,1637358.36168873,10.5431750179864
AZ,20220621,1685280.82467854,10.1952300333038
AZ,20220622,1816018.64856537,10.3964986778306
AZ,20220623,1928540.73912681,10.0139512622605
AZ,20220624,1990529.26094087,8.84184794707954
AZ,20220625,1908457.20285092,8.94859381490742
AZ,20220626,1921787.58523279,9.05533968273529
AZ,20220627,1855887.0126268,9.16208555056316
AZ,20220628,1839980.56356475,9.97559073938975
AZ,20220629,2049941.18394097,9.9764920619272
AZ,20220630,2043029.02638473,9.7099467096398
AZ,20220701,1986798.6155416,8.49951808807448
AZ,20220702,2038666.12032891,8.45152134687126
AZ,20220703,2027666.16040873,8.40352460566805
AZ,20220704,2031015.72863868,8.35552786446483
AZ,20220705,1962647.4956752,8.30753112326161
AZ,20220706,1944846.5184211,8.16980670776587
AZ,20220707,1958945.98361787,8.39303973424417
AZ,20220708,1993688.74344847,9.17314153081733
AZ,20220709,2186393.41690636,9.33103833923369
AZ,20220710,2274984.84764856,9.48893514765006
AZ,20220711,2319732.37213316,9.64683195606642
AZ,20220712,2417672.76247225,9.59035905467013
AZ,20220713,2370687.22902584,9.36594577938849
AZ,20220714,2383331.93645036,9.63189399614371
AZ,20220715,2286279.05843082,9.17263201690102
AZ,20220716,2346283.41872424,9.56433149886314
AZ,20220717,2397612.79568246,9.95603098082526
AZ,20220718,2234490.64339178,10.3477304627874
AZ,20220719,2177153.29000139,9.8525560661908
AZ,20220720,2395250.67173377,10.0695183307897
AZ,20220721,2394889.18949387,10.5187515671564
AZ,20220722,2413645.70240778,10.7633957030018
AZ,20220723,2519464.96881319,10.7817787079188
AZ,20220724,2212750.31457132,10.8001617128358
AZ,20220725,1963739.41623433,10.8185447177528
AZ,20220726,1926732.28056929,11.9041495495281
AZ,20220727,1924343.68698695,10.7870165576976
AZ,20220728,1978793.04997198,10.8136249570781
AZ,20220729,1831913.1027497,10.2020224707616
AZ,20220730,1936635.83575353,10.0594753770733
AZ,20220731,2013779.78241975,9.91692828338513
AZ,20220801,2027370.38302315,9.77438118969691
AZ,20220802,2147177.50364615,9.46206676798661
AZ,20220803,2266392.40157531,9.14287138929724
AZ,20220804,2039608.62067696,9.74515967730261
AZ,20220805,1844629.23534626,9.54258142975602
AZ,20220806,2087892.98650397,9.2561482631179
AZ,20220807,2278497.29096333,8.96971509647978
AZ,20220808,2209685.74188788,8.68328192984165
AZ,20220809,2035313.01970006,8.72720283831754
AZ,20220810,1990860.2793391,8.63775840092555
AZ,20220811,2171207.72950888,9.2897861934028
AZ,20220812,2190036.16851981,9.42213069908326
AZ,20220813,2093855.69904253,9.29967278364744
AZ,20220814,2146935.54028213,9.17721486821163
AZ,20220815,2062567.59206787,9.05475695277581
AZ,20220816,2068944.95056786,9.82047763612385
AZ,20220817,2234334.63880382,10.1386530831032
AZ,20220818,2178814.62281502,10.1173265634227
AZ,20220819,2093919.15095112,9.88954221724938
