GAS_ZONES,TIMESERIES,gas_demand_ref_quantity,gas_ref_price
MD,20220916,520790.378419544,8.85279814675631
MD,20220917,559355.65284882,8.86763370778204
MD,20220918,633338.495934567,8.88246926880776
MD,20220919,854233.319582488,8.89730482983348
MD,20220920,1036600.40939471,9.02415386632661
MD,20220921,764302.595933648,9.07296701804487
MD,20220922,980630.483385762,8.881633651297
MD,20220923,596735.898727441,7.78688018870905
MD,20220924,437717.181516649,7.84908847713086
MD,20220925,444174.902429628,7.91129676555267
MD,20220926,558468.306189143,7.97350505397448
MD,20220927,543355.140331389,8.13195200378739
MD,20220928,476401.431368843,7.90839082754968
MD,20220929,451441.344340396,7.94688061892767
MD,20220930,449545.335993994,7.80261013855053
MD,20221001,459597.138074222,7.54868908384861
MD,20221002,457213.577222154,7.29476802914668
MD,20221003,520931.05750717,7.04084697444476
MD,20221004,554372.200225562,6.79466723305183
MD,20221005,557135.871790469,7.40654923855001
MD,20221006,489466.500855063,8.83303098066342
MD,20221007,590223.401862868,8.05267861856188
MD,20221008,649752.26177462,8.11701142719827
MD,20221009,617670.356632469,8.18134423583467
MD,20221010,573441.685144568,8.24567704447106
MD,20221011,549195.108722638,8.24454423871119
MD,20221012,581358.558300549,8.84601277953839
MD,20221013,549758.391072702,8.44330177967944
MD,20221014,534321.680814246,8.30597848174248
MD,20221015,562319.89542655,8.3516491165578
MD,20221016,627636.868216807,8.39731975137311
MD,20221017,559460.60527993,8.44299038618843
MD,20221018,600680.557159684,8.60448664124952
MD,20221019,743031.663373714,7.91050455204051
MD,20221020,751245.99324279,7.20804524200489
MD,20221021,687134.501597929,6.32643247549808
MD,20221022,638056.611377517,6.53756459847284
MD,20221023,618196.677811184,6.74869672144759
MD,20221024,566603.071311062,6.95982884442235
MD,20221025,549599.974715694,7.52481047927123
MD,20221026,540568.744209241,7.73019564948017
MD,20221027,567770.115608685,7.80519888298349
MD,20221028,630322.75853281,7.43641061946751
MD,20221029,668439.376139342,7.48048789028444
MD,20221030,713182.571901264,7.52456516110137
MD,20221031,686209.237529812,7.5686424319183
MD,20221101,584372.764738519,6.93077841019517
MD,20221102,669438.726399599,6.98687277137543
MD,20221103,624748.418067252,7.13545798757477
MD,20221104,632854.098540444,6.17419633826312
MD,20221105,680153.257723958,6.53546473028092
MD,20221106,981027.557041131,6.89673312229872
MD,20221107,889585.132120621,7.25800151431652
MD,20221108,819054.033615132,6.32101201543262
MD,20221109,751605.040175577,5.49989336660745
MD,20221110,769168.214492938,7.67486869968993
MD,20221111,671896.391316413,7.72009245133207
MD,20221112,678065.085874115,8.55158816272064
MD,20221113,687911.647977314,9.38308387410921
MD,20221114,967706.93452668,10.2145795854978
MD,20221115,1037950.18541379,9.71672372513201
MD,20221116,1085286.21813421,9.744196488578
MD,20221117,928065.746598507,10.3385887760385
MD,20221118,1134172.21342912,10.2352928561873
MD,20221119,1113480.46951487,10.3736224553089
MD,20221120,1132054.49028134,10.5119520544304
MD,20221121,1522406.43130806,10.650281653552
MD,20221122,1222883.77822774,10.7855292135548
MD,20221123,935570.06814637,11.372086693777
MD,20221124,868245.546469063,11.4432513126086
MD,20221125,873065.324578338,11.5144159314402
MD,20221126,811829.237521164,11.2474362077755
MD,20221127,807680.88188559,10.9804564841109
MD,20221128,742563.350512747,10.7134767604462
MD,20221129,906323.581500861,10.8342131542806
MD,20221130,913640.923112245,12.6554906439966
MD,20221201,861864.365346743,11.5155727147065
MD,20221202,1240364.65674489,9.00632927883535
MD,20221203,1056334.36878954,8.58417509399202
MD,20221204,820831.900978833,8.16202090914869
MD,20221205,1178725.48941362,7.73986672430536
MD,20221206,1104006.78829576,8.59511626541648
MD,20221207,851492.044897085,8.47878283851421
MD,20221208,772262.218173297,9.10172227007796
MD,20221209,863789.082999667,9.52178355065001
MD,20221210,1062976.68541379,10.7178962688919
MD,20221211,1099959.31776062,11.9140089871338
MD,20221212,1010687.52398419,13.1101217053757
MD,20221213,1121096.70909942,14.1131857479912
MD,20221214,1244944.06553828,12.8994505682272
MD,20221215,1209957.06901092,13.4959444390086
MD,20221216,995069.97091032,13.1559311874227
MD,20221217,947588.859277125,12.7897464053706
MD,20221218,1006335.94312576,12.4235616233184
MD,20221219,1160499.10469961,12.0573768412663
MD,20221220,1185214.02918567,10.4688009471165
MD,20221221,1238640.93666039,12.1517066202302
MD,20221222,1174040.52235291,14.0717771466063
MD,20221223,900547.700892049,14.1680622867272
MD,20221224,1445667.03354179,14.1652526351728
MD,20221225,2061018.28520726,14.1624429836184
MD,20221226,1588981.18926012,14.1596333320641
MD,20221227,1432665.07047869,9.66228117970043
MD,20221228,1163320.37197286,8.03710763217388
MD,20221229,1048377.62578592,7.48134131950635
MD,20221230,957070.278524733,6.96537123174564
MD,20221231,840953.630654376,6.96537123174564
ME,20220101,159793.729088774,4.69797622865822
ME,20220102,156827.565814177,4.61753266120858
ME,20220103,180172.004117358,4.53708909375894
ME,20220104,217764.627824378,4.47894959106904
ME,20220105,204076.281300168,4.49283846644771
ME,20220106,166284.231285574,4.6353967548927
ME,20220107,166058.051425146,4.46016756058878
ME,20220108,194024.762700412,4.53950992683394
ME,20220109,200343.414570348,4.6188522930791
ME,20220110,171895.997470616,4.69819465932427
ME,20220111,218076.229132491,4.65042680958462
ME,20220112,248151.506429675,5.11214648245217
ME,20220113,204588.465456478,5.23541442946531
ME,20220114,176210.499301311,4.73768830825057
ME,20220115,198546.246112652,4.74462449755175
ME,20220116,242536.049543478,4.75156068685293
ME,20220117,208030.322544917,4.75849687615412
ME,20220118,165165.393297845,4.99080364422961
ME,20220119,205781.448003372,5.403046494693
ME,20220120,189380.194991239,4.95291230893327
ME,20220121,202742.171836174,4.60800832996404
ME,20220122,231890.127443791,4.6764032398841
ME,20220123,226609.583071566,4.74479814980416
ME,20220124,193159.669350059,4.81319305972421
ME,20220125,195741.536214101,4.89463991462246
ME,20220126,192323.322851008,5.15145060506558
ME,20220127,232545.826071834,5.18920091713689
ME,20220128,225558.261423162,6.7139792697177
ME,20220129,186129.927731785,6.71127844601509
ME,20220130,209063.564027104,6.70857762231248
ME,20220131,218085.611980306,6.70587679860987
ME,20220201,210404.342536393,6.62137742796535
ME,20220202,198844.589250399,8.1996956108822
ME,20220203,162913.002078765,7.19957540917095
ME,20220204,165549.391274122,6.63141836751821
ME,20220205,189417.438347514,6.29957199516252
ME,20220206,212551.347159796,5.96772562280683
ME,20220207,205250.928176648,5.63587925045114
ME,20220208,173106.35557245,5.49817287996566
ME,20220209,164054.789065523,5.31950518799886
ME,20220210,164145.413004157,5.22874550097917
ME,20220211,162288.617123156,5.28013612132901
ME,20220212,160961.415437359,5.31183606964846
ME,20220213,161579.735748739,5.3435360179679
ME,20220214,187590.481393032,5.37523596628735
ME,20220215,202520.370917143,5.6874897917452
ME,20220216,200555.265298544,5.76025868848665
ME,20220217,173125.774724178,5.96249166957595
ME,20220218,163893.203448051,5.9806259200706
ME,20220219,164871.058332386,5.9058357156286
ME,20220220,179774.075054149,5.83104551118661
ME,20220221,176414.341798931,5.75625530674461
ME,20220222,160773.899039138,5.68146510230261
ME,20220223,160836.490419425,5.78800896126536
ME,20220224,160630.620219722,5.99347359234954
ME,20220225,177149.994668277,5.77252591230765
ME,20220226,224691.110698506,5.67057211342266
ME,20220227,193824.403534933,5.56861831453768
ME,20220228,172425.371383815,5.46666451565269
ME,20220301,205780.211701849,5.31383781257128
ME,20220302,179942.829597997,5.635195800932
ME,20220303,163752.091474782,5.57919205145395
ME,20220304,187021.434777778,5.67940624656885
ME,20220305,186421.533746621,5.7220380806786
ME,20220306,163548.28595924,5.76466991478835
ME,20220307,160688.513683762,5.8073017488981
ME,20220308,157559.087991312,5.39961397665187
ME,20220309,158841.296906545,5.2991658063005
ME,20220310,158370.623893289,5.38497137789858
ME,20220311,154310.000081167,5.51569578279295
ME,20220312,154287.123961906,5.40917610988089
ME,20220313,155206.727618427,5.30265643696884
ME,20220314,163409.712896226,5.19613676405678
ME,20220315,152071.927389757,5.02038626281732
ME,20220316,151814.818020054,5.25966884327174
ME,20220317,151216.476698518,5.38597176726821
ME,20220318,154322.467095865,5.45584591353843
ME,20220319,167326.876187773,5.41003670284684
ME,20220320,147881.308955478,5.36422749215525
ME,20220321,149176.159015776,5.31841828146367
ME,20220322,146194.700428594,5.56601621256131
ME,20220323,146059.193711002,5.84615829827271
ME,20220324,144100.206797815,5.75920531136822
ME,20220325,143319.326323766,6.1045997075649
ME,20220326,144040.102745727,6.09860519507557
ME,20220327,141502.653608307,6.09261068258623
ME,20220328,140774.693106562,6.0866161700969
ME,20220329,162035.216945576,5.85677999668495
ME,20220330,152098.926532102,5.84748833147732
ME,20220331,137642.708955698,5.99184872560264
ME,20220401,137302.974732399,5.94947311071851
ME,20220402,135843.398844302,6.04546129395738
ME,20220403,135019.750074825,6.14144947719624
ME,20220404,133350.822796123,6.23743766043511
ME,20220405,132321.617222732,6.47795139098413
ME,20220406,131596.932733454,6.83725703971184
ME,20220407,130597.930149809,6.56594425898744
ME,20220408,129386.127334775,6.91310357201618
ME,20220409,128301.216826962,6.89137157365962
ME,20220410,127307.443073951,6.86963957530306
ME,20220411,126609.983143404,6.8479075769465
ME,20220412,128441.454457726,7.09545415484116
ME,20220413,127716.808634094,7.1809495850344
ME,20220414,127088.964018298,7.44861504457257
ME,20220415,122463.999655856,7.66843167880938
ME,20220416,126293.719984428,7.88824831304619
ME,20220417,120709.141181371,8.108064947283
ME,20220418,122477.217575908,8.32788158151981
ME,20220419,118535.536376212,8.37241743685314
ME,20220420,118057.934620476,8.09846933458381
ME,20220421,121585.432852574,7.90963445132059
ME,20220422,116085.997045507,7.65770145695181
ME,20220423,115514.401094696,7.67293912134921
ME,20220424,114931.039240402,7.68817678574661
ME,20220425,113391.531173076,7.70341445014401
ME,20220426,112137.438884653,8.35627188886717
ME,20220427,111385.612181621,8.47064552165154
ME,20220428,112584.247105743,8.63607438417976
ME,20220429,113876.113541309,8.56613371621088
ME,20220430,112744.593639953,8.85753233210159
ME,20220501,109281.529105138,9.14893094799231
ME,20220502,107692.114686877,9.44032956388303
ME,20220503,106335.944172529,10.2476804001625
ME,20220504,105761.826541576,10.965610903882
ME,20220505,106805.07623327,11.2437731766626
ME,20220506,104612.755365359,11.2702025320038
ME,20220507,104237.615398256,11.2579776072248
ME,20220508,107409.714596703,11.2457526824459
ME,20220509,105708.335408344,11.2335277576669
ME,20220510,103270.335614376,9.5511603859842
ME,20220511,103685.480123261,10.721776722283
ME,20220512,107667.632733649,10.4341035766852
ME,20220513,122527.074078489,11.2736412159681
ME,20220514,125848.994727463,11.4880663409477
ME,20220515,159034.494811502,11.7024914659273
ME,20220516,98709.8794503466,11.916916590907
ME,20220517,101045.812688281,12.1201364471201
ME,20220518,99804.1964832343,12.43694216486
ME,20220519,98551.8005254097,11.8944643072661
ME,20220520,97274.014804959,11.4735344335475
ME,20220521,95952.1573952279,11.4906877733148
ME,20220522,99249.9567793324,11.5078411130821
ME,20220523,118813.249480274,11.5249944528494
ME,20220524,97090.6291950223,12.4483404488407
ME,20220525,97279.6253024486,13.1642805089155
ME,20220526,96839.148269429,12.7343847067101
ME,20220527,93398.4539586702,11.4282015876111
ME,20220528,111224.498579656,11.4101146509215
ME,20220529,102497.484599442,11.3920277142319
ME,20220530,108142.567241903,11.3739407775423
ME,20220531,118732.521157461,11.3558538408527
ME,20220601,95609.5144692012,11.2971868325942
ME,20220602,93731.7286665593,11.7954469566811
ME,20220603,94300.0548811566,10.9831765602866
ME,20220604,95111.6069700177,11.2326800542226
ME,20220605,92692.8518881335,11.4821835481587
ME,20220606,96531.5456198658,11.7316870420947
ME,20220607,99108.9690719915,11.9140718509291
ME,20220608,101950.850983745,12.0298877284057
ME,20220609,95447.0535008661,10.343742670027
ME,20220610,92538.5669161077,11.0590992838949
ME,20220611,96358.2717704358,11.0800498342028
ME,20220612,98169.1933846519,11.1010003845107
ME,20220613,103068.930847142,11.1219509348187
ME,20220614,98262.7561314582,9.43055986074346
ME,20220615,100034.998183306,9.32607023825411
ME,20220616,102639.018816694,9.27333500034198
ME,20220617,91635.8810118697,8.44900514243789
ME,20220618,104031.126448923,8.04022783146854
ME,20220619,95167.5892322394,7.6314505204992
ME,20220620,114210.618641087,7.22267320952986
ME,20220621,103176.105996956,6.81389589856051
ME,20220622,96462.6669291779,6.79871186149635
ME,20220623,90534.293217633,6.40746251447999
ME,20220624,93066.6073453234,5.5356001277537
ME,20220625,103780.807924948,5.48149235719546
ME,20220626,139948.515507367,5.42738458663721
ME,20220627,144427.28055288,5.37327681607896
ME,20220628,97279.4049003843,5.72432869540273
ME,20220629,101937.905970279,5.60150682056715
ME,20220630,104085.992592237,5.33439194104418
ME,20220701,99315.6882767795,4.5688136631899
ME,20220702,133052.734603469,4.44986884059846
ME,20220703,113019.372040795,4.33092401800701
ME,20220704,111184.851377193,4.21197919541557
ME,20220705,105561.213098648,4.09303437282413
ME,20220706,99084.9591018891,3.93845841456618
ME,20220707,101608.51066872,3.95890271504324
ME,20220708,99756.6003539823,4.23364766956085
ME,20220709,108398.054579168,4.21265097438991
ME,20220710,106252.536784442,4.19165427921897
ME,20220711,104283.893160529,4.17065758404802
ME,20220712,110920.44021786,4.05691358261192
ME,20220713,113844.57280277,3.87662325625986
ME,20220714,117252.237852619,3.90080930304472
ME,20220715,106890.59342454,3.63477945212499
ME,20220716,111709.632327661,3.88259479994183
ME,20220717,112430.466566916,4.13041014775867
ME,20220718,128413.252819278,4.37822549557552
ME,20220719,125120.361729677,4.26080417291225
ME,20220720,147192.493737239,4.45082991056559
ME,20220721,159996.320756396,4.75210623296055
ME,20220722,145210.881000444,4.97005152494462
ME,20220723,147409.753500791,5.09135270823097
ME,20220724,166474.264299607,5.21265389151732
ME,20220725,206951.838608771,5.33395507480366
ME,20220726,102308.595646952,5.99885721200552
ME,20220727,104445.924656935,5.55598593303018
ME,20220728,111175.672967706,5.69273197451062
ME,20220729,129731.381958122,5.48940597955711
ME,20220730,126179.970058466,5.53147542290647
ME,20220731,106820.428741955,5.57354486625582
ME,20220801,116529.311952378,5.61561430960518
ME,20220802,125628.988013708,5.55627394418439
ME,20220803,128110.037665844,5.48744137956866
ME,20220804,116090.393500112,5.97813728667614
ME,20220805,179050.857322064,5.98318513083459
ME,20220806,159726.780181484,5.92654183959716
ME,20220807,187659.486650942,5.86989854835974
ME,20220808,196365.520244717,5.81325525712232
ME,20220809,113358.280811923,5.97173053473879
ME,20220810,97482.4881759058,6.0410972462604
ME,20220811,85602.336606321,6.64064301898189
ME,20220812,93052.6730998971,6.88403677378306
ME,20220813,100917.991021641,6.94396535920777
ME,20220814,95114.1179935392,7.00389394463248
ME,20220815,107619.147360331,7.06382253005719
ME,20220816,108264.308271459,7.7030196318653
ME,20220817,108958.870671346,7.9960236195714
ME,20220818,82747.5622090649,8.02278188536958
ME,20220819,83558.6660723484,7.88498401831227
ME,20220820,115499.520911889,8.20047609785438
ME,20220821,129385.830521599,8.5159681773965
ME,20220822,123814.287821942,8.83146025693862
ME,20220823,96634.4734125888,8.85485544939259
ME,20220824,95712.5752431205,8.52780329962005
ME,20220825,98065.9778794998,8.82445733143956
ME,20220826,109760.496094122,8.94802033130573
ME,20220827,90264.9367233493,8.98676744189504
ME,20220828,92953.5954759391,9.02551455248436
ME,20220829,95295.5780968194,9.06426166307367
ME,20220830,122195.729630043,9.04237438014179
ME,20220831,143112.552122249,8.98820952529222
ME,20220901,101099.552099339,9.56324346747051
ME,20220902,108103.418646687,9.48037919771349
ME,20220903,103015.556195958,9.42600055484568
ME,20220904,95753.6697944353,9.37162191197786
ME,20220905,103141.383895295,9.31724326911005
ME,20220906,97599.1126796561,9.26286462624224
ME,20220907,96615.0724917915,8.94216018917428
ME,20220908,95783.9406171625,9.22513282617838
ME,20220909,96711.5827764194,9.38963807134829
ME,20220910,101322.709439309,9.46959295726658
ME,20220911,109969.020498837,9.54954784318488
ME,20220912,106863.464717846,9.62950272910318
ME,20220913,105427.965051202,10.0990016039818
ME,20220914,83435.398515938,10.4826420057675
ME,20220915,98766.6970531728,10.4729305995585
ME,20220916,108357.045964477,9.96009336139213
ME,20220917,117307.175702378,9.9824184688729
ME,20220918,93229.7765215916,10.0047435763537
ME,20220919,98243.0657777485,10.0270686838344
ME,20220920,107306.956613451,10.1757454729288
ME,20220921,114884.910188596,10.2365426438105
ME,20220922,86445.1122075383,10.0263081327614
ME,20220923,105433.756978925,8.79540634624881
ME,20220924,125821.073457019,8.8707404910872
ME,20220925,109472.157235088,8.94607463592559
ME,20220926,90813.164128341,9.02140878076398
ME,20220927,87853.7364647492,9.20585476653263
ME,20220928,92686.5952891158,8.95780615599421
ME,20220929,92198.5017827638,9.00646673932554
ME,20220930,131575.693114619,8.84793436636401
ME,20221001,117826.717672587,8.56448886149114
ME,20221002,106794.377272675,8.28104335661827
ME,20221003,160238.147211859,7.99759785174541
ME,20221004,143602.953763361,7.72230718147935
ME,20221005,113539.053705225,8.42246121034509
ME,20221006,96113.8624145284,10.0502550436821
ME,20221007,92004.0480601016,9.16752114077793
ME,20221008,95265.6328638046,9.24604375942853
ME,20221009,148394.548192046,9.32456637807913
ME,20221010,138862.868373906,9.40308899672974
ME,20221011,165497.507702384,9.40708574069003
ME,20221012,127155.939514659,10.099043346502
ME,20221013,95272.666953224,9.64471080585661
ME,20221014,79876.9708855647,9.49318454773656
ME,20221015,78742.3545797042,9.46582516215715
ME,20221016,89702.7045437293,9.43846577657773
ME,20221017,95083.1362422635,9.41110639099832
ME,20221018,100141.648726112,9.46910373018086
ME,20221019,89816.2623237839,8.59463851635737
ME,20221020,116871.979445687,7.7317972228269
ME,20221021,128301.62049164,6.69979246058002
ME,20221022,117083.350923034,6.83080521787277
ME,20221023,98943.168282966,6.96181797516551
ME,20221024,92625.2441265601,7.09283073245826
ME,20221025,86871.0969935944,7.57105015882886
ME,20221026,76035.3053289868,7.67875063567759
ME,20221027,76127.670158524,7.65461889620239
ME,20221028,105402.007136509,7.2001655643603
ME,20221029,138285.712212462,7.15079527511327
ME,20221030,119395.13170816,7.10142498586624
ME,20221031,102759.442276043,7.05205469661921
ME,20221101,96674.3694307416,6.37557294292563
ME,20221102,88410.7414335525,6.34540813567734
ME,20221103,110421.722807985,6.39790961881141
ME,20221104,108289.179950986,5.4655793545049
ME,20221105,88931.7795608848,5.70468226772864
ME,20221106,87001.7866597031,5.94378518095238
ME,20221107,81852.7600597284,6.18288809417612
ME,20221108,94608.3342899411,5.3161896875354
ME,20221109,148431.386989422,4.56675426726854
ME,20221110,136846.532213778,6.29163977592386
ME,20221111,95372.5522094417,6.2481999256391
ME,20221112,85050.5566913663,6.81732434985497
ME,20221113,87515.3084198698,7.38644877407084
ME,20221114,135581.135041596,7.95557319828671
ME,20221115,176669.780556453,7.5084355370803
ME,20221116,163711.0502147,7.50746572970844
ME,20221117,157394.677820945,7.94193467755322
ME,20221118,169030.356644048,7.83940400470251
ME,20221119,174605.305233958,7.92137491296681
ME,20221120,167555.38749764,8.00334582123111
ME,20221121,196145.14803954,8.08531672949541
ME,20221122,193283.860499393,8.16385208545078
ME,20221123,153264.288221349,8.58245536648484
ME,20221124,170681.723660141,8.61058126482628
ME,20221125,172943.570667027,8.63870716316771
ME,20221126,144938.60906516,8.41477802329589
ME,20221127,140541.418911922,8.19084888342407
ME,20221128,120037.105035956,7.96691974355224
ME,20221129,144521.298581198,8.0329508514973
ME,20221130,161969.633778451,9.35566031127189
ME,20221201,119564.913501928,8.48787008289534
ME,20221202,156388.697698038,6.61879189388819
ME,20221203,142710.853180766,6.29182875330961
ME,20221204,117761.981697859,5.96486561273102
ME,20221205,162465.029110418,5.63790247215244
ME,20221206,142517.938068907,6.2424282010954
ME,20221207,114362.751314016,6.13978319770608
ME,20221208,109925.413007238,6.57144423647743
ME,20221209,135612.284433314,6.85446047069273
ME,20221210,154136.747751001,7.68776595954677
ME,20221211,189946.868979698,8.52107144840081
ME,20221212,201910.984176412,9.35437693725486
ME,20221213,183054.468264344,10.0403978890627
ME,20221214,171411.087268093,9.14986744829847
ME,20221215,148601.782965117,9.54475082899903
ME,20221216,133769.344194365,9.30428290327425
ME,20221217,140201.477116069,9.04530565882468
ME,20221218,141892.840736035,8.7863284143751
ME,20221219,146762.17523541,8.52735116992553
ME,20221220,145408.417145907,7.40386098729053
ME,20221221,145911.53176402,8.59406411765839
ME,20221222,159986.299023991,9.95199759398436
ME,20221223,145678.856792376,10.020093433823
ME,20221224,137040.573716738,10.0181063610305
ME,20221225,188818.629153455,10.0161192882381
ME,20221226,179328.309886516,10.0141322154457
ME,20221227,158678.36481875,6.8334651729451
ME,20221228,159034.032719592,5.68409199383021
ME,20221229,155087.608858832,5.29103680621172
ME,20221230,136457.756533437,4.92612674414462
ME,20221231,119581.175081641,4.92612674414462
MI,20220101,3741485.69316717,5.43808126823597
MI,20220102,4300730.69779472,5.30018811971245
MI,20220103,5018044.85748042,5.16229497118893
MI,20220104,4835625.71429858,5.05341186708031
MI,20220105,4254590.39142299,5.02657698128893
MI,20220106,4434984.01213444,5.14258476014493
MI,20220107,5203981.18963752,4.90669127280129
MI,20220108,5350163.66031678,4.95100012065957
MI,20220109,4446468.24526773,4.99530896851784
MI,20220110,4534380.85198862,5.03961781637612
MI,20220111,5477928.0486375,4.94655021101138
MI,20220112,4776546.60665927,5.39207482394046
MI,20220113,3924473.25111358,5.47578892001323
MI,20220114,4107072.58074468,4.91366032096583
MI,20220115,4984872.05031215,4.89954329103956
MI,20220116,5492364.85427088,4.88542626111328
MI,20220117,4928801.61769515,4.87130923118701
MI,20220118,4384819.27537976,5.09733904234627
MI,20220119,3878495.8019959,5.50565341597571
MI,20220120,4330492.09165355,5.03532989966546
MI,20220121,5360642.13387319,4.67388123529099
MI,20220122,5207535.2843024,4.73201931127736
MI,20220123,4812990.53741151,4.79015738726374
MI,20220124,5181418.88402195,4.84829546325011
MI,20220125,5185671.93356704,4.91896430181621
MI,20220126,5652940.14061777,5.16511017603577
MI,20220127,5714039.71433062,5.19095976401489
MI,20220128,4971453.51496052,6.70076363801955
MI,20220129,5828330.86153173,6.68266679952512
MI,20220130,5673751.21516108,6.66456996103069
MI,20220131,4970069.39524241,6.64647312253626
MI,20220201,4678897.14528028,6.54758512156901
MI,20220202,3666416.28543722,8.08961152239614
MI,20220203,4474779.33386516,7.08653517553187
MI,20220204,5538174.82703904,6.51224328585181
MI,20220205,5655729.87383777,6.17362428937827
MI,20220206,5415577.98305239,5.83500529290474
MI,20220207,4486564.00397198,5.4963862964312
MI,20220208,4435783.7550747,5.34972042271508
MI,20220209,4293893.06946974,5.16393846360223
MI,20220210,3663760.4919979,5.06412540781277
MI,20220211,4012884.20364265,5.10210266620419
MI,20220212,4176906.28354079,5.12146424705201
MI,20220213,5208347.0675373,5.14082582789983
MI,20220214,5899277.28487557,5.16018740874765
MI,20220215,5654053.27400643,5.45168394626413
MI,20220216,4286776.24039357,5.51307787542948
MI,20220217,3239492.19320143,5.697994480294
MI,20220218,4501187.21518255,5.70667286143436
MI,20220219,4946545.78829768,5.62712093657221
MI,20220220,5280756.72263304,5.54756901171006
MI,20220221,3794696.68728493,5.46801708684792
MI,20220222,3580273.44419308,5.38846516198577
MI,20220223,3685436.41145465,5.48120481021993
MI,20220224,4964703.39432864,5.66718683824444
MI,20220225,4818866.21591672,5.45000530792971
MI,20220226,4859642.30160038,5.34594696868071
MI,20220227,4393651.33331424,5.24188862943171
MI,20220228,4097455.82975148,5.13783029018272
MI,20220301,4106065.0757356,4.98663667315221
MI,20220302,3752886.09806146,5.28020205559642
MI,20220303,4036375.40183012,5.21981296649817
MI,20220304,4613071.93694625,5.30552865823473
MI,20220305,4112524.96106195,5.33715447926291
MI,20220306,2900697.9224204,5.36878030029108
MI,20220307,3115708.60017991,5.40040612131926
MI,20220308,3975876.16991183,5.01368264271895
MI,20220309,3978582.52860474,4.91296573750438
MI,20220310,3774015.68393963,4.98496054940181
MI,20220311,4121252.85222697,5.09824533519135
MI,20220312,4865302.37170947,4.99252827850651
MI,20220313,5615667.32232689,4.88681122182167
MI,20220314,4015737.50515903,4.78109416513683
MI,20220315,3080659.87737343,4.61238930001853
MI,20220316,3357733.55695826,4.80513536626385
MI,20220317,2777640.07221162,4.8929378601743
MI,20220318,2605386.5747478,4.92862897839031
MI,20220319,2888925.26364172,4.86046224199937
MI,20220320,3186651.64773375,4.79229550560843
MI,20220321,2920551.76191556,4.7241287692175
MI,20220322,2787412.4778948,4.91634221585325
MI,20220323,3161753.36297284,5.13483640286955
MI,20220324,2993620.45395414,5.03010445804543
MI,20220325,3147791.63393321,5.30188174171802
MI,20220326,3274181.52690364,5.26720539024871
MI,20220327,4295350.09086594,5.2325290387794
MI,20220328,5033561.05353647,5.19785268731009
MI,20220329,4892952.54653379,4.97353712681396
MI,20220330,4058433.22426258,4.93780823579819
MI,20220331,2692435.3261643,5.03134500420719
MI,20220401,3069842.68224242,4.96775496637295
MI,20220402,4016170.37645711,5.01886930302724
MI,20220403,3474202.36989424,5.06998363968153
MI,20220404,3220204.60469435,5.12109797633582
MI,20220405,3286866.07558345,5.28874896886098
MI,20220406,2711838.60050604,5.5507999799603
MI,20220407,2672063.8553597,5.30065165727423
MI,20220408,2982907.11783844,5.54962373395185
MI,20220409,3247284.37115861,5.50153146030325
MI,20220410,3607358.58643096,5.45343918665465
MI,20220411,2771330.87007676,5.40534691300604
MI,20220412,2456395.58985391,5.56934706019848
MI,20220413,2223343.51345975,5.60485476940609
MI,20220414,2292558.84723863,5.7811790227524
MI,20220415,2626205.06189504,5.96125563801814
MI,20220416,3025127.04639664,6.14133225328388
MI,20220417,3504037.64109811,6.32140886854962
MI,20220418,3330536.91889258,6.50148548381537
MI,20220419,3489075.37451545,6.55243368711107
MI,20220420,3494098.29114755,6.35372491011884
MI,20220421,2740957.21817761,6.22093384932072
MI,20220422,2284466.52822306,6.03769688788246
MI,20220423,2440155.48659321,6.06478289818231
MI,20220424,2406026.24372,6.09186890848217
MI,20220425,2434475.00655054,6.11895491878203
MI,20220426,2380128.13752031,6.65396108589843
MI,20220427,3219498.28523748,6.76173127572262
MI,20220428,3427042.37954191,6.91085018559094
MI,20220429,2761208.78559787,6.8718497966382
MI,20220430,2245397.42755376,7.12440573030244
MI,20220501,2042816.13605227,7.37696166396668
MI,20220502,1943791.90096159,7.62951759763091
MI,20220503,2160265.08733968,8.30250604274797
MI,20220504,2274732.46966201,8.9061532610359
MI,20220505,2211088.53082319,9.15467884558491
MI,20220506,2020247.7791762,9.1989119730387
MI,20220507,1949846.7274801,9.2116865072036
MI,20220508,2026221.2380875,9.2244610413685
MI,20220509,1832993.16407758,9.23723557553339
MI,20220510,1882422.44061616,7.87328005033148
MI,20220511,2617235.97818817,8.86012859505722
MI,20220512,2495090.21574276,8.64374835169162
MI,20220513,2847670.66792561,9.36235026930463
MI,20220514,2843843.87284726,9.61890576540266
MI,20220515,2444990.83456396,9.87546126150068
MI,20220516,2268769.0775157,10.1320167575987
MI,20220517,1847764.56930859,10.4979239715029
MI,20220518,1749723.64384942,10.9742144633923
MI,20220519,1779782.93047171,10.692238317895
MI,20220520,1890909.47267509,10.5071487435963
MI,20220521,2857872.06066062,10.7243883644914
MI,20220522,1710517.51438171,10.9416279853865
MI,20220523,1753990.47876939,11.1588676062816
MI,20220524,1798148.94853114,12.2787673729242
MI,20220525,1615159.88133428,13.2283097708148
MI,20220526,1547488.23870202,13.0361427845685
MI,20220527,1807223.28408758,11.9182625855853
MI,20220528,1661525.12788648,12.1276675526267
MI,20220529,1603637.6499975,12.3370725196681
MI,20220530,2217789.00368551,12.5464774867096
MI,20220531,3976768.18097102,12.755882453751
MI,20220601,4453019.91361033,12.9278093807055
